"Price","Mileage","Cylinder","Liter","Doors","Cruise","Sound","Leather"
-0.407597434132577,-1.41660336527896,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.38453862294249,-1.30508990159134,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.518398807610227,-0.809623625841457,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.506454747289959,-0.425792819756959,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.506226399541908,8.04268261466083e-06,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
-0.569972164454558,0.293310413257037,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.618435145227715,0.334792445701007,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.636843229738125,0.382130765078243,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.655654669651657,0.511091083587879,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
-0.611857922648842,0.914198834161045,0.527082379615908,0.0567010891444698,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.000737621751350703,-1.17063931408177,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.0814434239250689,-0.581472447399622,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.0840730451758918,-0.390289080224032,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.143551425954763,-0.00389614860622956,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.158717052530839,0.430323126299914,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.202226403390381,0.479857553277125,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.226408393527785,0.509505005876786,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.283233021103379,0.756689116851736,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.357612282398793,1.59389413635327,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
-0.341361227832821,1.80972271103969,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
0.102756604600018,-1.32522088792445,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
0.247123433019603,-1.1291572816378,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
0.160138611652938,-0.667242649776419,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
0.0559052348078017,-0.405539827446079,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
-0.0070898428957258,-0.112725480782762,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
0.0118231589199427,-0.0445241392057648,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
-0.0161884231485778,0.190581379969323,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.0947959755502997,0.337232565256535,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.0288324159309737,0.565749761631698,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
-0.180705214636516,0.660426400386171,0.527082379615908,0.508959776368215,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
0.212905830372888,-0.497410328711695,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
0.222977086249704,-0.438847459379032,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
0.169235119131353,-0.205572029870589,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
0.0897214913661425,0.276961612235002,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
0.129686281075152,0.461190638677339,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,-1.45383867119764,0.617226754933048
0.0461340536625319,0.562089582298407,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,-1.45383867119764,-1.61813500617583
-0.000190853651474537,0.65640020311955,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,0.68697871276372,0.617226754933048
0.034384699810399,0.847583570295141,0.527082379615908,0.689863251257712,0.555932883243179,0.573163596512596,0.68697871276372,-1.61813500617583
